userId,source
85742fbb-fe35-43ff-b1f9-5dba9f56a655,other
31e66258-aa1f-4c1f-a6cf-cb4ba185b2a3,other
974cb1bb-c2e6-4c44-b9c2-77d0c230139e,bing
d02f8f81-72f4-4f6b-ad5b-c021cf92b862,bing
d9b3bc5c-a92e-46a4-abe6-da1f4b0c53b0,bing
ea913f1f-e26e-4b70-9841-f987b5ae1d39,other
3b4c92f5-0113-43e9-9edc-3df98ed5d07f,other
75007794-e3e9-4206-8a27-28a269bb609b,bing
072fe17b-ff75-4d2a-92a5-99945bec1f21,google
f0ca6d7b-65d7-4b04-ba27-d3cc49f16429,google
99b661f2-2078-4faa-bda2-784764d4759a,bing
8ff1d34d-8401-4daf-9dea-7d18fab23e2f,other
d6cdb8b7-e81a-4440-991c-ebc3348841d6,google
b558a1f9-5d90-4309-83a4-e5e08eed533a,other
3f4074c1-43c2-487b-96d9-4d4d2faf4ad2,bing
b62c1632-1cb5-469d-92f2-b8f362bf65c4,bing
f15470f5-4142-479a-8ca6-cd0357036319,bing
0203893c-b45b-4807-8cca-2b10ee92321b,other
f71afbca-b830-4a92-8d1d-03824a8d1b6e,other
12317af4-bb2c-45fb-a5ed-e8473b259089,other
7e2ecb55-baac-4174-b6b9-dba3f74f6ebf,google
21a0164f-ad8b-400e-80cd-4bb1d84bdb8e,google
a34fba38-0f99-4dbb-a04f-0f8c2327b9e5,google
3bf5d145-80f5-48cf-ac3c-0c45111b9999,bing
fdb9adcb-a14c-47ee-bd70-e46421625405,bing
b0fa4cf0-683b-4a8f-820f-4311326511f2,bing
f31102e5-7cf9-47b9-bc87-1f7011c4e2b0,other
48fc2626-eaff-4d73-86ee-8ed2675ce52c,google
7fab9322-5e7a-4ed1-abf2-e22baec58f93,bing
75663a19-717f-477b-9371-5a0bcc3b32f3,other
f4256f6b-ae45-4282-9195-83699fd9738c,bing
3e23c9ff-df01-478f-ad0a-d2faf7ba4e51,other
69d052d6-070e-421e-b388-6f9bad020bb7,google
dcab70ee-d97f-4d71-a6c1-8b6b7ea653df,other
817dfb2b-2144-4e26-b22e-3b5d98988a0a,google
d6682ad0-c330-4293-bf49-e4af9cbc7d94,other
8c24ccb9-5f01-49c8-b8f3-da3319e3dc59,other
6f10bf74-994e-4aff-a026-2c9a2956f64e,bing
b9b78f74-da82-47c8-8fe0-50d60830df6f,google
9d4afe09-3d8e-41c0-a819-c102da4ea03f,other
5f533137-9e80-48f5-9fed-0a7edebe341a,other
57bd0c07-1e0a-4855-bf3f-7b45214c1149,bing
3cabb382-831b-415c-b899-9341bd5bce83,other
b5739ab7-e53e-4111-83d1-236abaec2f8b,other
f6ebc78b-1b08-429d-b073-a7e19ff3aa36,other
10b07842-8dd0-4a5b-8c70-4edbf4d3116a,google
c057d03f-3f6f-41b3-b803-8c7503a401a8,bing
9673fb07-cf64-4a1f-9b06-55376faa2807,google
3f3b2abf-f9fa-40fc-9319-3578ed857391,bing
6383ff6a-04b8-4562-a98f-bb4f760d3c39,other
e82a7b63-5a3a-43c7-8f82-51ef4310be4e,google
fb71b918-c715-4dad-a5e2-d7d2fbce3f3a,other
c09257bb-5189-4887-93b4-90fe6c85f6ac,bing
beaa41a6-99ce-4814-8342-8ce3f429efff,bing
b76aac89-101f-40b4-b8f6-537e909d7859,other
2a45346e-cbdb-47b6-a652-b7d0d2e92391,bing
1a7e535b-188c-4015-bf80-5235757be75c,google
124517cb-71bc-43b5-b206-b3ab5e642772,bing
eed17c04-3938-4450-9ee7-d631e76d2ec6,google
6e155c9c-ab06-4f62-86d9-1864d6d501df,bing
d64a7f4f-bebe-4893-8b44-683ea136b86b,other
06cf26bd-5333-496c-8cb7-0da5736e57f9,bing
be660d91-fd1c-4f2b-84e2-ca3c844fa2e9,other
2c176d7e-dd3a-4088-aa52-dc6aaf2c8b03,google
9d2c3d71-c6e8-4957-bc3d-e3a00752519d,google
9824ec6d-c562-44c0-8a2c-f8f4eb9e3141,other
d1009241-cf6a-4730-8875-f5e703deb441,google
4a6d8e5d-f6a9-4bd6-bcb6-c2f572a3ef03,bing
d84965d0-2ba8-4890-84cf-7d2b43307b3b,google
4e41a7c1-25bd-447c-8bd2-bf28e8b42876,bing
7f93d7b6-70b9-467c-a457-994213cb33b0,google
83ae922a-1d12-458a-b591-0ea6d283ce0d,bing
e2bdc844-5ec3-498e-9bcc-0469e4864fee,bing
23e4f8c5-f3aa-45fa-8995-e2c504655a93,google
d6296631-92da-4741-8501-70d606b29cba,other
3384ce84-1ab4-433d-980e-3644785cf8a8,google
e303517e-e6a1-4bd7-8ba3-d3dfc43c8bce,other
5508da33-e1ef-4a71-8548-6818bc116ae1,other
7f0fd671-f10d-4009-8a58-d36a9aa5f186,bing
02e7c193-842b-4995-b67a-8c87ac0f29bb,google
e61cebfe-f8c5-4a2e-9884-27c1e339cc7b,bing
43e3b0f3-87ac-4b10-905b-dc7b4cabca4d,other
45844ba6-057e-479f-b9fd-c80d42cf6dfc,other
006a32d4-ee10-40dc-b237-11e0fde81cbc,bing
7e4b98ec-0cf3-410d-997e-2cf826677f08,other
0b5d60ae-f612-43bb-9bd9-e60c5c3cda51,google
16ea1fd2-90b4-42ff-892c-57bd3c0b109d,google
